cod poblacion,poblacion,cod provincia,provincia
243,Valdecuenca,44,Teruel
204,Saldón,44,Teruel
217,Toril y Masegoso,44,Teruel
127,Jabaloyas,44,Teruel
9,Albarracín,44,Teruel
249,El Vallecillo,44,Teruel
159,Moscardón,44,Teruel
198,Royuela,44,Teruel
109,Frías de Albarracín,44,Teruel
52,Calomarde,44,Teruel
263,Villastar,44,Teruel
264,Villel,44,Teruel
234,Tramacastiel,44,Teruel
135,Libros,44,Teruel
196,Riodeva,44,Teruel
234,Tramacastiel,44,Teruel
250,Veguillas de la Sierra,44,Teruel
92,El Cuervo,44,Teruel
19,Alobras,44,Teruel
218,Tormón,44,Teruel
60,Cañada de Benatanduz,44,Teruel
59,Cantavieja,44,Teruel
149,Mirambel,44,Teruel
236,Tronchón,44,Teruel
88,La Cuba,44,Teruel
126,La Iglesuela del Cid,44,Teruel
106,Fortanete,44,Teruel
262,Villarroya de los Pinares,44,Teruel
21,Allepuz,44,Teruel
156,Monteagudo del Castillo,44,Teruel
74,Cedrillas,44,Teruel
17,Aliaga,44,Teruel
185,El Pobo,44,Teruel
55,Camarillas,44,Teruel
1,Ababuj,44,Teruel
5,Aguilar del Alfambra,44,Teruel
130,Jorcas,44,Teruel
17,Aliaga,44,Teruel
123,Hinojosa de Jarque,44,Teruel
17,Aliaga,44,Teruel
150,Miravete de la Sierra,44,Teruel
16,Alfambra,44,Teruel
182,Perales del Alfambra,44,Teruel
175,Orrios,44,Teruel
97,Escorihuela,44,Teruel
216,Teruel,44,Teruel
94,Cuevas Labradas,44,Teruel
181,Peralejos,44,Teruel
182,Perales del Alfambra,44,Teruel
136,Lidón,44,Teruel
266,Visiedo,44,Teruel
28,Argente,44,Teruel
200,Rubielos de la Cérida,44,Teruel
53,Camañas,44,Teruel
62,Cañada Vellida,44,Teruel
115,Galve,44,Teruel
93,Cuevas de Almudén,44,Teruel
148,Mezquita de Jarque,44,Teruel
128,Jarque de la Val,44,Teruel
216,Teruel,44,Teruel
239,Valacloche,44,Teruel
64,Cascante del Río,44,Teruel
54,Camarena de la Sierra,44,Teruel
89,Cubla,44,Teruel
216,Teruel,44,Teruel
82,Corbalán,44,Teruel
216,Teruel,44,Teruel
75,Celadas,44,Teruel
216,Teruel,44,Teruel
50,Calamocha,44,Teruel
50,Calamocha,44,Teruel
50,Calamocha,44,Teruel
24,Anadón,44,Teruel
138,Loscos,44,Teruel
125,Huesa del Común,44,Teruel
125,Huesa del Común,44,Teruel
184,Plou,44,Teruel
50,Calamocha,44,Teruel
35,Barrachina,44,Teruel
222,Torrecilla del Rebollar,44,Teruel
222,Torrecilla del Rebollar,44,Teruel
256,Villanueva del Rebollar de la Sierra,44,Teruel
219,Tornos,44,Teruel
65,Castejón de Tornos,44,Teruel
39,Bello,44,Teruel
168,Odón,44,Teruel
153,Monreal del Campo,44,Teruel
197,Ródenas,44,Teruel
258,Villar del Salz,44,Teruel
169,Ojos Negros,44,Teruel
169,Ojos Negros,44,Teruel
42,Blancas,44,Teruel
190,Pozuel del Campo,44,Teruel
33,Báguena,44,Teruel
47,Burbáguena,44,Teruel
112,Fuentes Claras,44,Teruel
56,Caminreal,44,Teruel
34,Bañón,44,Teruel
50,Calamocha,44,Teruel
85,Cosa,44,Teruel
227,Torre los Negros,44,Teruel
56,Caminreal,44,Teruel
220,Torralba de los Sisones,44,Teruel
209,Santa Eulalia,44,Teruel
174,Orihuela del Tremedal,44,Teruel
45,Bronchales,44,Teruel
189,Pozondón,44,Teruel
157,Monterde de Albarracín,44,Teruel
18,Almohaja,44,Teruel
180,Peracense,44,Teruel
76,Cella,44,Teruel
261,Villarquemado,44,Teruel
228,Torremocha de Jiloca,44,Teruel
226,Torrelacárcel,44,Teruel
213,Singra,44,Teruel
3,Aguatón,44,Teruel
207,San Martín del Río,44,Teruel
50,Calamocha,44,Teruel
50,Calamocha,44,Teruel
232,Torrijo del Campo,44,Teruel
251,Villafranca del Campo,44,Teruel
46,Bueña,44,Teruel
7,Alba,44,Teruel
216,Teruel,44,Teruel
216,Teruel,44,Teruel
158,Mora de Rubielos,44,Teruel
70,El Castellar,44,Teruel
48,Cabra de Mora,44,Teruel
160,Mosqueruela,44,Teruel
193,Puertomingalvo,44,Teruel
137,Linares de Mora,44,Teruel
244,Valdelinares,44,Teruel
165,Nogueruelas,44,Teruel
113,Fuentes de Rubielos,44,Teruel
201,Rubielos de Mora,44,Teruel
143,Manzanera,44,Teruel
231,Torrijas,44,Teruel
26,Arcos de las Salinas,44,Teruel
2,Abejuela,44,Teruel
143,Manzanera,44,Teruel
143,Manzanera,44,Teruel
10,Albentosa,44,Teruel
210,Sarrión,44,Teruel
240,Valbona,44,Teruel
12,Alcalá de la Selva,44,Teruel
12,Alcalá de la Selva,44,Teruel
121,Gúdar,44,Teruel
103,Formiche Alto,44,Teruel
103,Formiche Alto,44,Teruel
192,La Puebla de Valverde,44,Teruel
54,Camarena de la Sierra,44,Teruel
210,Sarrión,44,Teruel
10,Albentosa,44,Teruel
171,Olba,44,Teruel
171,Olba,44,Teruel
206,San Agustín,44,Teruel
101,Ferreruela de Huerva,44,Teruel
32,Bádenas,44,Teruel
133,Lanzuela,44,Teruel
90,Cucalón,44,Teruel
36,Bea,44,Teruel
23,Allueva,44,Teruel
132,Lagueruela,44,Teruel
164,Nogueras,44,Teruel
138,Loscos,44,Teruel
152,Monforte de Moyuela,44,Teruel
252,Villahermosa del Campo,44,Teruel
50,Calamocha,44,Teruel
50,Calamocha,44,Teruel
208,Santa Cruz de Nogueras,44,Teruel
25,Andorra,44,Teruel
22,Alloza,44,Teruel
191,La Puebla de Híjar,44,Teruel
191,La Puebla de Híjar,44,Teruel
205,Samper de Calanda,44,Teruel
122,Híjar,44,Teruel
8,Albalate del Arzobispo,44,Teruel
29,Ariño,44,Teruel
172,Oliete,44,Teruel
6,Alacón,44,Teruel
14,Alcorisa,44,Teruel
183,Pitarque,44,Teruel
40,Berge,44,Teruel
151,Molinos,44,Teruel
87,Crivillén,44,Teruel
173,Los Olmos,44,Teruel
146,La Mata de los Olmos,44,Teruel
100,Estercuel,44,Teruel
116,Gargallo,44,Teruel
260,Villarluengo,44,Teruel
96,Ejulve,44,Teruel
71,Castellote,44,Teruel
212,Seno,44,Teruel
71,Castellote,44,Teruel
71,Castellote,44,Teruel
44,Bordón,44,Teruel
145,Mas de las Matas,44,Teruel
71,Castellote,44,Teruel
178,Las Parras de Castellote,44,Teruel
4,Aguaviva,44,Teruel
51,Calanda,44,Teruel
107,Foz-Calanda,44,Teruel
246,Valderrobres,44,Teruel
179,Peñarroya de Tastavins,44,Teruel
114,Fuentespalda,44,Teruel
37,Beceite,44,Teruel
187,La Portellada,44,Teruel
194,Ráfales,44,Teruel
31,Azaila,44,Teruel
265,Vinaceite,44,Teruel
21,Almochuel,50,Zaragoza
129,Jatiel,44,Teruel
67,Castelnou,44,Teruel
237,Urrea de Gaén,44,Teruel
241,Valdealgorfa,44,Teruel
247,Valjunquera,44,Teruel
108,La Fresneda,44,Teruel
225,Torre del Compte,44,Teruel
13,Alcañiz,44,Teruel
49,Calaceite,44,Teruel
245,Valdeltormo,44,Teruel
147,Mazaleón,44,Teruel
27,Arens de Lledó,44,Teruel
86,Cretas,44,Teruel
141,Lledó,44,Teruel
128,la Font de la Figuera,46,Valencia/València
68,Castelserás,44,Teruel
221,Torrecilla de Alcañiz,44,Teruel
80,La Codoñera,44,Teruel
230,Torrevelilla,44,Teruel
38,Belmonte de San José,44,Teruel
118,La Ginebrosa,44,Teruel
61,La Cañada de Verich,44,Teruel
105,Fórnoles,44,Teruel
77,La Cerollera,44,Teruel
154,Monroyo,44,Teruel
223,Torre de Arcas,44,Teruel
13,Alcañiz,44,Teruel
13,Alcañiz,44,Teruel
155,Montalbán,44,Teruel
66,Castel de Cabra,44,Teruel
268,La Zoma,44,Teruel
63,Cañizar del Olivar,44,Teruel
176,Palomar de Arroyos,44,Teruel
224,Torre de las Arcas,44,Teruel
155,Montalbán,44,Teruel
195,Rillo,44,Teruel
111,Fuentes Calientes,44,Teruel
195,Rillo,44,Teruel
177,Pancrudo,44,Teruel
20,Alpeñés,44,Teruel
85,Cosa,44,Teruel
144,Martín del Río,44,Teruel
177,Pancrudo,44,Teruel
267,Vivel del Río Martín,44,Teruel
110,Fuenferrada,44,Teruel
267,Vivel del Río Martín,44,Teruel
144,Martín del Río,44,Teruel
238,Utrillas,44,Teruel
238,Utrillas,44,Teruel
238,Utrillas,44,Teruel
99,Escucha,44,Teruel
99,Escucha,44,Teruel
161,Muniesa,44,Teruel
43,Blesa,44,Teruel
124,La Hoz de la Vieja,44,Teruel
84,Cortes de Aragón,44,Teruel
142,Maicas,44,Teruel
11,Alcaine,44,Teruel
167,Obón,44,Teruel
131,Josa,44,Teruel
203,Salcedillo,44,Teruel
211,Segura de los Baños,44,Teruel
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
168,Toledo,45,Toledo
163,Sonseca,45,Toledo
124,Orgaz,45,Toledo
163,Sonseca,45,Toledo
1,Ajofrín,45,Toledo
52,Cobisa,45,Toledo
23,Burguillos de Toledo,45,Toledo
57,Chueca,45,Toledo
96,Mazarambroz,45,Toledo
98,Menasalbas,45,Toledo
153,San Pablo de los Montes,45,Toledo
98,Menasalbas,45,Toledo
16,Argés,45,Toledo
161,Seseña,45,Toledo
83,Layos,45,Toledo
42,Casasbuenas,45,Toledo
140,Pulgar,45,Toledo
55,Cuerva,45,Toledo
96,Mazarambroz,45,Toledo
182,Las Ventas con Peña Aguilera,45,Toledo
98,Menasalbas,45,Toledo
113,Los Navalucillos,45,Toledo
113,Los Navalucillos,45,Toledo
113,Los Navalucillos,45,Toledo
112,Los Navalmorales,45,Toledo
109,Navahermosa,45,Toledo
75,Hontanar,45,Toledo
109,Navahermosa,45,Toledo
70,Guadamur,45,Toledo
133,Polán,45,Toledo
116,Noez,45,Toledo
174,Totanés,45,Toledo
67,Gálvez,45,Toledo
151,San Martín de Montalbán,45,Toledo
152,San Martín de Pusa,45,Toledo
194,Villarejo de Montalbán,45,Toledo
31,Camarena,45,Toledo
32,Camarenilla,45,Toledo
15,Arcicóllar,45,Toledo
183,Las Ventas de Retamosa,45,Toledo
107,Nambroca,45,Toledo
107,Nambroca,45,Toledo
81,Illescas,45,Toledo
205,Yuncos,45,Toledo
145,Recas,45,Toledo
85,Lominchar,45,Toledo
127,Palomeque,45,Toledo
47,Cedillo del Condado,45,Toledo
199,El Viso de San Juan,45,Toledo
38,Carranque,45,Toledo
176,Ugena,45,Toledo
201,Yeles,45,Toledo
64,Esquivias,45,Toledo
21,Borox,45,Toledo
161,Seseña,45,Toledo
161,Seseña,45,Toledo
18,Barcience,45,Toledo
119,Numancia de la Sagra,45,Toledo
2,Alameda de la Sagra,45,Toledo
14,Añover de Tajo,45,Toledo
196,Villaseca de la Sagra,45,Toledo
102,Mocejón,45,Toledo
103,Mohedas de la Jara,45,Toledo
122,Olías del Rey,45,Toledo
128,Pantoja,45,Toledo
51,Cobeja,45,Toledo
196,Villaseca de la Sagra,45,Toledo
136,La Puebla de Montalbán,45,Toledo
121,Ocaña,45,Toledo
198,Villatobas,45,Toledo
59,Dosbarrios,45,Toledo
26,Cabañas de Yepes,45,Toledo
202,Yepes,45,Toledo
50,Ciruelos,45,Toledo
123,Ontígola,45,Toledo
115,Noblejas,45,Toledo
195,Villarrubia de Santiago,45,Toledo
156,Santa Cruz de la Zarza,45,Toledo
195,Villarrubia de Santiago,45,Toledo
142,Quintanar de la Orden,45,Toledo
106,Mora,45,Toledo
193,Villanueva de Bogas,45,Toledo
12,Almonacid de Toledo,45,Toledo
94,Mascaraque,45,Toledo
190,Villaminaya,45,Toledo
124,Orgaz,45,Toledo
144,El Real de San Vicente,45,Toledo
90,Manzaneque,45,Toledo
200,Los Yébenes,45,Toledo
92,Marjaliza,45,Toledo
177,Urda,45,Toledo
200,Los Yébenes,45,Toledo
173,Torrijos,45,Toledo
66,Fuensalida,45,Toledo
77,Huecas,45,Toledo
134,Portillo de Toledo,45,Toledo
157,Santa Cruz del Retamar,45,Toledo
143,Quismondo,45,Toledo
91,Maqueda,45,Toledo
136,La Puebla de Montalbán,45,Toledo
62,Escalonilla,45,Toledo
69,Gerindote,45,Toledo
118,Novés,45,Toledo
188,Villaluenga de la Sagra,45,Toledo
24,Burujón,45,Toledo
3,Albarreal de Tajo,45,Toledo
4,Alcabón,45,Toledo
147,Rielves,45,Toledo
18,Barcience,45,Toledo
901,Santo Domingo-Caudilla,45,Toledo
203,Yuncler,45,Toledo
101,Miguel Esteban,45,Toledo
158,Santa Olalla,45,Toledo
36,Carmena,45,Toledo
39,Carriches,45,Toledo
37,El Carpio de Tajo,45,Toledo
95,La Mata,45,Toledo
60,Erustes,45,Toledo
66,Fuensalida,45,Toledo
100,Mesegar de Tajo,45,Toledo
40,El Casar de Escalona,45,Toledo
126,Otero,45,Toledo
58,Domingo Pérez,45,Toledo
80,Illán de Vacas,45,Toledo
125,Oropesa,45,Toledo
82,Lagartera,45,Toledo
184,Las Ventas de San Julián,45,Toledo
125,Oropesa,45,Toledo
169,Torralba de Oropesa,45,Toledo
138,El Puente del Arzobispo,45,Toledo
17,Azután,45,Toledo
7,Alcolea de Tajo,45,Toledo
172,Torrico,45,Toledo
179,Valdeverdeja,45,Toledo
111,Navalmoralejo,45,Toledo
65,La Estrella,45,Toledo
10,Aldeanueva de San Bartolomé,45,Toledo
103,Mohedas de la Jara,45,Toledo
139,Puerto de San Vicente,45,Toledo
33,El Campillo de la Jara,45,Toledo
30,Calzada de Oropesa,45,Toledo
73,Herreruela de Oropesa,45,Toledo
29,Caleruela,45,Toledo
88,Magán,45,Toledo
204,Yunclillos,45,Toledo
25,Cabañas de la Sagra,45,Toledo
19,Bargas,45,Toledo
189,Villamiel de Toledo,45,Toledo
125,Oropesa,45,Toledo
165,Talavera de la Reina,45,Toledo
110,Navalcán,45,Toledo
130,Parrillas,45,Toledo
181,Velada,45,Toledo
165,Talavera de la Reina,45,Toledo
165,Talavera de la Reina,45,Toledo
105,Montesclaros,45,Toledo
160,Segurilla,45,Toledo
97,Mejorada,45,Toledo
114,Navamorcuende,45,Toledo
11,Almendral de la Cañada,45,Toledo
159,Sartajada,45,Toledo
79,La Iglesuela,45,Toledo
22,Buenaventura,45,Toledo
164,Sotillo de las Palomas,45,Toledo
93,Marrupe,45,Toledo
49,Cervera de los Montes,45,Toledo
132,Pepino,45,Toledo
144,El Real de San Vicente,45,Toledo
43,Castillo de Bayuela,45,Toledo
35,Cardiel de los Montes,45,Toledo
68,Garciotum,45,Toledo
120,Nuño Gómez,45,Toledo
74,Hinojosa de San Vicente,45,Toledo
154,San Román de los Montes,45,Toledo
63,Espinoso del Rey,45,Toledo
170,Torrecilla de la Jara,45,Toledo
146,Retamoso de la Jara,45,Toledo
155,Santa Ana de Pusa,45,Toledo
150,San Bartolomé de las Abiertas,45,Toledo
20,Belvís de la Jara,45,Toledo
9,Aldeanueva de Barbarroya,45,Toledo
6,Alcaudete de la Jara,45,Toledo
97,Mejorada,45,Toledo
72,Las Herencias,45,Toledo
72,Las Herencias,45,Toledo
108,La Nava de Ricomalillo,45,Toledo
162,Sevilleja de la Jara,45,Toledo
162,Sevilleja de la Jara,45,Toledo
162,Sevilleja de la Jara,45,Toledo
148,Robledo del Mazo,45,Toledo
148,Robledo del Mazo,45,Toledo
148,Robledo del Mazo,45,Toledo
148,Robledo del Mazo,45,Toledo
148,Robledo del Mazo,45,Toledo
46,Cebolla,45,Toledo
185,Villacañas,45,Toledo
48,Los Cerralbos,45,Toledo
45,Cazalegas,45,Toledo
86,Lucillos,45,Toledo
104,Montearagón,45,Toledo
28,Calera y Chozas,45,Toledo
5,Alcañizo,45,Toledo
137,La Pueblanueva,45,Toledo
137,La Pueblanueva,45,Toledo
89,Malpica de Tajo,45,Toledo
89,Malpica de Tajo,45,Toledo
165,Talavera de la Reina,45,Toledo
28,Calera y Chozas,45,Toledo
53,Consuegra,45,Toledo
87,Madridejos,45,Toledo
34,Camuñas,45,Toledo
187,Villafranca de los Caballeros,45,Toledo
197,Villasequilla,45,Toledo
191,Villamuelas,45,Toledo
26,Cabañas de Yepes,45,Toledo
78,Huerta de Valdecarábanos,45,Toledo
71,La Guardia,45,Toledo
149,El Romeral,45,Toledo
166,Tembleque,45,Toledo
175,Turleque,45,Toledo
141,Quero,45,Toledo
142,Quintanar de la Orden,45,Toledo
192,Villanueva de Alcardete,45,Toledo
167,El Toboso,45,Toledo
101,Miguel Esteban,45,Toledo
135,La Puebla de Almoradiel,45,Toledo
186,La Villa de Don Fadrique,45,Toledo
185,Villacañas,45,Toledo
84,Lillo,45,Toledo
54,Corral de Almaguer,45,Toledo
27,Cabezamesada,45,Toledo
13,Almorox,45,Toledo
8,Aldea en Cabo,45,Toledo
129,Paredes de Escalona,45,Toledo
157,Santa Cruz del Retamar,45,Toledo
61,Escalona,45,Toledo
117,Nombela,45,Toledo
131,Pelahustán,45,Toledo
76,Hormigos,45,Toledo
171,La Torre de Esteban Hambrán,45,Toledo
99,Méntrida,45,Toledo
180,Valmojado,45,Toledo
41,Casarrubios del Monte,45,Toledo
56,Chozas de Canales,45,Toledo
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
110,Xirivella,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
237,Tavernes Blanques,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
250,València,46,Valencia/València
78,Burjassot,46,Valencia/València
109,Cheste,46,Valencia/València
135,Godella,46,Valencia/València
216,Rocafort,46,Valencia/València
250,València,46,Valencia/València
171,Moncada,46,Valencia/València
260,Vinalesa,46,Valencia/València
25,Alfara del Patriarca,46,Valencia/València
70,Bétera,46,Valencia/València
228,Serra,46,Valencia/València
178,Náquera,46,Valencia/València
13,Alboraia/Alboraya,46,Valencia/València
13,Alboraia/Alboraya,46,Valencia/València
13,Alboraia/Alboraya,46,Valencia/València
164,Massamagrell,46,Valencia/València
250,València,46,Valencia/València
74,Bonrepòs i Mirambell,46,Valencia/València
32,Almàssera,46,Valencia/València
166,Meliana,46,Valencia/València
126,Foios,46,Valencia/València
117,Emperador,46,Valencia/València
9,Albalat dels Sorells,46,Valencia/València
250,València,46,Valencia/València
177,Museros,46,Valencia/València
199,la Pobla de Farnals,46,Valencia/València
207,Rafelbunyol,46,Valencia/València
199,la Pobla de Farnals,46,Valencia/València
201,Puebla de San Miguel,46,Valencia/València
1,Ademuz,46,Valencia/València
92,Castielfabib,46,Valencia/València
242,Torrebaja,46,Valencia/València
252,Vallanca,46,Valencia/València
88,Casas Bajas,46,Valencia/València
87,Casas Altas,46,Valencia/València
30,Algimia de Alfara,46,Valencia/València
134,Gilet,46,Valencia/València
147,Llíria,46,Valencia/València
141,Higueruelas,46,Valencia/València
161,Marines,46,Valencia/València
191,Pedralba,46,Valencia/València
76,Bugarra,46,Valencia/València
133,Gestalgar,46,Valencia/València
112,Chulilla,46,Valencia/València
234,Sot de Chera,46,Valencia/València
902,Gátova,46,Valencia/València
182,Olocau,46,Valencia/València
258,Villar del Arzobispo,46,Valencia/València
38,Andilla,46,Valencia/València
89,Casinos,46,Valencia/València
18,Alcublas,46,Valencia/València
50,Benagéber,46,Valencia/València
149,Losa del Obispo,46,Valencia/València
114,Domeño,46,Valencia/València
79,Calles,46,Valencia/València
106,Chelva,46,Valencia/València
247,Tuéjar,46,Valencia/València
241,Titaguas,46,Valencia/València
262,La Yesa,46,Valencia/València
36,Alpuente,46,Valencia/València
41,Aras de los Olmos,46,Valencia/València
51,Benaguasil,46,Valencia/València
67,Benissanó,46,Valencia/València
181,Oliva,46,Valencia/València
190,Paterna,46,Valencia/València
116,l'Eliana,46,Valencia/València
903,San Antonio de Benagéber,46,Valencia/València
244,Torrent,46,Valencia/València
202,la Pobla de Vallbona,46,Valencia/València
214,Riba-roja de Túria,46,Valencia/València
256,Vilamarxant,46,Valencia/València
172,Montserrat,46,Valencia/València
176,Montroi/Montroy,46,Valencia/València
212,Real,46,Valencia/València
156,Llombai,46,Valencia/València
93,Catadau,46,Valencia/València
26,Alfarp,46,Valencia/València
115,Dos Aguas,46,Valencia/València
213,Requena,46,Valencia/València
99,Cortes de Pallás,46,Valencia/València
167,Millares,46,Valencia/València
186,Paiporta,46,Valencia/València
193,Picanya,46,Valencia/València
194,Picassent,46,Valencia/València
15,Alcàsser,46,Valencia/València
31,Alginet,46,Valencia/València
85,Carlet,46,Valencia/València
220,Sagunto/Sagunt,46,Valencia/València
19,l'Alcúdia,46,Valencia/València
11,Alberic,46,Valencia/València
40,Antella,46,Valencia/València
130,Gavarda,46,Valencia/València
17,Alzira,46,Valencia/València
246,Tous,46,Valencia/València
257,Villanueva de Castellón,46,Valencia/València
15,Alcàsser,46,Valencia/València
63,Benimodo,46,Valencia/València
162,Massalavés,46,Valencia/València
16,Alcàntera de Xúquer,46,Valencia/València
53,Beneixida,46,Valencia/València
100,Cotes,46,Valencia/València
84,Càrcer,46,Valencia/València
236,Sumacàrcer,46,Valencia/València
225,Sellent,46,Valencia/València
249,Utiel,46,Valencia/València
254,Venta del Moro,46,Valencia/València
254,Venta del Moro,46,Valencia/València
249,Utiel,46,Valencia/València
249,Utiel,46,Valencia/València
129,Fuenterrobles,46,Valencia/València
95,Caudete de las Fuentes,46,Valencia/València
259,Villargordo del Cabriel,46,Valencia/València
259,Villargordo del Cabriel,46,Valencia/València
232,Sinarcas,46,Valencia/València
249,Utiel,46,Valencia/València
80,Camporrobles,46,Valencia/València
213,Requena,46,Valencia/València
108,Chera,46,Valencia/València
213,Requena,46,Valencia/València
106,Chelva,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
77,Buñol,46,Valencia/València
261,Yátova,46,Valencia/València
158,Macastre,46,Valencia/València
12,Alborache,46,Valencia/València
111,Chiva,46,Valencia/València
109,Cheste,46,Valencia/València
136,Godelleta,46,Valencia/València
248,Turís,46,Valencia/València
213,Requena,46,Valencia/València
213,Requena,46,Valencia/València
229,Siete Aguas,46,Valencia/València
148,Loriguilla,46,Valencia/València
105,Cullera,46,Valencia/València
105,Cullera,46,Valencia/València
105,Cullera,46,Valencia/València
235,Sueca,46,Valencia/València
215,Riola,46,Valencia/València
125,Fortaleny,46,Valencia/València
235,Sueca,46,Valencia/València
235,Sueca,46,Valencia/València
233,Sollana,46,Valencia/València
233,Sollana,46,Valencia/València
35,Almussafes,46,Valencia/València
204,el Puig de Santa Maria,46,Valencia/València
60,Benifaió,46,Valencia/València
230,Silla,46,Valencia/València
65,Beniparrell,46,Valencia/València
94,Catarroja,46,Valencia/València
7,Albal,46,Valencia/València
239,Teresa de Cofrentes,46,Valencia/València
165,Massanassa,46,Valencia/València
244,Torrent,46,Valencia/València
220,Sagunto/Sagunt,46,Valencia/València
192,Petrés,46,Valencia/València
103,Quartell,46,Valencia/València
58,Benifairó de les Valls,46,Valencia/València
122,Faura,46,Valencia/València
52,Benavites,46,Valencia/València
101,Quart de les Valls,46,Valencia/València
220,Sagunto/Sagunt,46,Valencia/València
82,Canet d'En Berenguer,46,Valencia/València
205,Puçol,46,Valencia/València
220,Sagunto/Sagunt,46,Valencia/València
204,el Puig de Santa Maria,46,Valencia/València
14,Albuixech,46,Valencia/València
163,Massalfassar,46,Valencia/València
120,Estivella,46,Valencia/València
10,Albalat dels Tarongers,46,Valencia/València
224,Segart,46,Valencia/València
28,Algar de Palancia,46,Valencia/València
24,Alfara de la Baronia,46,Valencia/València
245,Torres Torres,46,Valencia/València
229,Siete Aguas,46,Valencia/València
17,Alzira,46,Valencia/València
139,Guadassuar,46,Valencia/València
64,Benimuslem,46,Valencia/València
98,Corbera,46,Valencia/València
155,Llaurí,46,Valencia/València
123,Favara,46,Valencia/València
44,Ayora,46,Valencia/València
263,Zarra,46,Valencia/València
239,Teresa de Cofrentes,46,Valencia/València
144,Jarafuel,46,Valencia/València
142,Jalance,46,Valencia/València
97,Cofrentes,46,Valencia/València
128,la Font de la Figuera,46,Valencia/València
124,Fontanars dels Alforins,46,Valencia/València
170,Mogente/Moixent,46,Valencia/València
81,Canals,46,Valencia/València
81,Canals,46,Valencia/València
160,Manuel,46,Valencia/València
119,l'Ènova,46,Valencia/València
209,Rafelguaraf,46,Valencia/València
45,Barxeta,46,Valencia/València
145,Xàtiva,46,Valencia/València
151,Llocnou d'En Fenollet,46,Valencia/València
222,Sant Joanet,46,Valencia/València
227,Senyera,46,Valencia/València
203,la Pobla Llarga,46,Valencia/València
29,Algemesí,46,Valencia/València
8,Albalat de la Ribera,46,Valencia/València
197,Polinyà de Xúquer,46,Valencia/València
904,Benicull de Xúquer,46,Valencia/València
20,l'Alcúdia de Crespins,46,Valencia/València
251,Vallada,46,Valencia/València
174,Montesa,46,Valencia/València
131,Gandia,46,Valencia/València
131,Gandia,46,Valencia/València
66,Benirredrà,46,Valencia/València
113,Daimús,46,Valencia/València
168,Miramar,46,Valencia/València
140,Guardamar de la Safor,46,Valencia/València
195,Piles,46,Valencia/València
48,Bellreguard,46,Valencia/València
188,Palmera,46,Valencia/València
37,l'Alqueria de la Comtessa,46,Valencia/València
208,Rafelcofer,46,Valencia/València
127,la Font d'En Carròs,46,Valencia/València
89,Casinos,46,Valencia/València
255,Vilallonga/Villalonga,46,Valencia/València
198,Potries,46,Valencia/València
61,Beniflá,46,Valencia/València
55,Beniarjó,46,Valencia/València
34,Almoines,46,Valencia/València
187,Palma de Gandía,46,Valencia/València
218,Rótova,46,Valencia/València
23,Alfauir,46,Valencia/València
153,Llocnou de Sant Jeroni,46,Valencia/València
33,Almiserà,46,Valencia/València
91,Castellonet de la Conquesta,46,Valencia/València
211,el Real de Gandia,46,Valencia/València
131,Gandia,46,Valencia/València
2,Ador,46,Valencia/València
131,Gandia,46,Valencia/València
83,Carcaixent,46,Valencia/València
83,Carcaixent,46,Valencia/València
231,Simat de la Valldigna,46,Valencia/València
46,Barx,46,Valencia/València
238,Tavernes de la Valldigna,46,Valencia/València
131,Gandia,46,Valencia/València
143,Xeraco,46,Valencia/València
181,Oliva,46,Valencia/València
146,Xeresa,46,Valencia/València
59,Benifairó de la Valldigna,46,Valencia/València
83,Carcaixent,46,Valencia/València
17,Alzira,46,Valencia/València
145,Xàtiva,46,Valencia/València
118,Enguera,46,Valencia/València
118,Enguera,46,Valencia/València
42,Aielo de Malferit,46,Valencia/València
96,Cerdà,46,Valencia/València
81,Canals,46,Valencia/València
243,Torrella,46,Valencia/València
137,la Granja de la Costera,46,Valencia/València
154,Llanera de Ranes,46,Valencia/València
157,la Llosa de Ranes,46,Valencia/València
217,Rotglà i Corberà,46,Valencia/València
121,Estubeny,46,Valencia/València
253,Vallés,46,Valencia/València
180,Novelé/Novetlè,46,Valencia/València
39,Anna,46,Valencia/València
107,Chella,46,Valencia/València
73,Bolbaite,46,Valencia/València
179,Navarrés,46,Valencia/València
206,Quesa,46,Valencia/València
71,Bicorp,46,Valencia/València
